1317	inv_misc_book_11
1322	inv_misc_map_01
1323	inv_scroll_03
1325	inv_scroll_03
1329	inv_misc_bandana_01
1330	inv_shirt_02
1357	inv_pants_02
1361	inv_misc_fish_02
1399	inv_jewelry_amulet_05
1438	inv_misc_organ_06
1442	inv_misc_herb_05
1443	inv_misc_food_wheat_02
1464	inv_misc_herb_07
1482	inv_potion_18
1483	inv_misc_food_09
1496	inv_misc_monsterclaw_03
1498	inv_misc_monsterclaw_02
1503	inv_misc_bone_03
1504	inv_misc_eye_01
1515	inv_misc_bone_01
1542	inv_sword_04
1544	inv_sword_04
1546	inv_sword_04
1547	inv_sword_04
1550	inv_sword_04
1588	inv_misc_book_09
1600	inv_staff_08
1625	inv_misc_bag_10_blue
1628	inv_sword_06
1644	inv_shield_06
1645	inv_misc_monsterclaw_04
1656	inv_potion_15
1659	inv_misc_gem_sapphire_02
1661	inv_hammer_03
1673	inv_shield_09
1680	inv_shield_09
1684	inv_shield_09
1685	inv_shield_09
1695	inv_misc_orb_04
1705	inv_shield_04
1706	inv_shield_04
1727	inv_chest_chain
1755	inv_shield_09
1757	inv_shield_09
1758	inv_hammer_02
1759	inv_misc_bone_01
1762	inv_misc_food_13
1768	inv_staff_08
1769	inv_misc_monsterclaw_04
1787	inv_chest_wolf
1795	inv_gauntlets_04
1805	inv_potion_01
1815	inv_misc_bag_07
1816	inv_misc_ammo_bullet_01
1818	inv_pants_01
1861	inv_boots_05
1926	inv_staff_08
1927	inv_staff_08
1930	inv_sword_04
1938	inv_weapon_rifle_04
1963	inv_pants_02
1966	inv_boots_03
1978	inv_pants_02
1981	inv_boots_03
2052	inv_shield_09
2057	inv_gauntlets_05
2080	inv_shield_05
2101	inv_gauntlets_05
2106	inv_chest_wolf
2161	inv_shield_04
2163	inv_shirt_01
2208	inv_shield_09
2210	inv_shield_09
2211	inv_shield_09
2215	inv_chest_chain
2217	inv_pants_03
2222	inv_chest_chain
2228	inv_pants_03
2247	inv_scroll_03
2265	inv_chest_chain
2269	inv_chest_chain
2270	inv_pants_03
2311	inv_pants_01
2324	inv_shield_10
2329	inv_shield_03
2345	inv_potion_02
2351	inv_potion_11
2354	inv_potion_18
2355	inv_boots_07
2357	inv_potion_13
2358	inv_gauntlets_05
2362	inv_gauntlets_05
2368	inv_gauntlets_05
2373	inv_boots_08
2376	inv_misc_food_13
2380	inv_sword_06
2388	inv_staff_08
2398	inv_sword_04
2399	inv_sword_06
2418	inv_ammo_bullet_02
2440	inv_hammer_04
2456	inv_shield_02
2460	inv_misc_bone_08
2466	inv_hammer_04
2469	inv_staff_08
2470	inv_shirt_01
2473	inv_misc_food_16
2474	inv_misc_food_18
2480	inv_misc_dust_02
2486	inv_boots_09
2489	inv_gauntlets_06
2490	inv_shirt_01
2515	inv_potion_19
2516	inv_misc_gem_diamond_02
2533	inv_potion_12
2539	inv_shoulder_06
2551	inv_misc_idol_01
2552	inv_shield_09
2553	inv_shield_09
2559	inv_shield_11
2563	inv_shoulder_08
2571	inv_scroll_03
2584	inv_misc_bag_09_blue
2585	inv_misc_bag_09
2586	inv_misc_bag_09_red
2588	inv_misc_bag_10_blue
2591	inv_misc_bag_07_blue
2592	inv_misc_bag_07_red
2593	inv_misc_bag_12
2594	inv_shield_06
2596	inv_misc_dust_02
2599	inv_misc_food_14
2616	inv_scroll_01
2618	inv_misc_flute_01
2622	inv_misc_idol_02
2627	inv_misc_birdbeck_02
2628	inv_pants_02
2632	inv_shield_09
2633	inv_shield_09
2637	inv_misc_slime_01
2638	inv_misc_dust_02
2644	inv_chest_wolf
2645	inv_shirt_02
2661	inv_misc_fish_02
2667	inv_jewelry_talisman_05
2686	inv_gauntlets_05
2708	inv_weapon_shortblade_05
2738	inv_weapon_shortblade_05
2757	inv_misc_book_08
2760	inv_ammo_arrow_01
2775	inv_hammer_03
2777	inv_hammer_03
2786	inv_weapon_bow_05
2787	inv_weapon_bow_05
2788	inv_misc_flower_02
2792	inv_weapon_rifle_03
2793	inv_misc_herb_07
2798	inv_misc_monsterfang_01
2829	inv_chest_chain
2839	inv_hammer_01
2840	inv_staff_01
2853	inv_misc_bone_humanskull_01
2854	inv_jewelry_ring_03
2861	inv_mace_01
2868	inv_spear_05
2873	inv_potion_08
2874	inv_misc_monsterscales_02
2885	inv_misc_slime_01
2904	inv_misc_food_16
2916	inv_shield_09
2922	inv_pants_03
2925	inv_misc_bandana_03
2934	inv_shield_02
2947	inv_potion_19
2960	inv_shoulder_08
2967	inv_chest_chain
2969	inv_pants_03
2976	inv_pants_03
2989	inv_pants_03
3004	inv_misc_eye_01
3006	inv_weapon_shortblade_05
3007	inv_gauntlets_04
3018	inv_letter_05
3019	inv_letter_03
3020	inv_letter_15
3021	inv_letter_15
3022	inv_letter_15
3023	inv_letter_12
3024	inv_letter_08
3026	inv_jewelry_talisman_06
3027	inv_letter_04
3029	inv_letter_13
3030	inv_letter_06
3031	inv_letter_05
3032	inv_letter_04
3033	inv_letter_10
3034	inv_letter_04
3035	inv_letter_05
3036	inv_boots_07
3043	inv_pants_03
3048	inv_letter_02
3057	inv_chest_chain
3058	inv_pants_03
3083	inv_pants_03
3092	inv_sword_03
3093	inv_letter_15
3116	inv_misc_urn_01
3118	inv_misc_key_04
3124	inv_misc_monsterscales_02
3127	inv_misc_monsterspidercarapace_01
3146	inv_misc_monsterclaw_01
3151	inv_hammer_04
3152	inv_potion_06
3164	inv_misc_pelt_wolf_02
3169	inv_shoulder_08
3173	inv_pants_01
3175	inv_weapon_shortblade_01
3177	inv_misc_eye_01
3179	inv_pants_02
3186	inv_weapon_bow_12
3187	inv_weapon_bow_03
3191	inv_mace_01
3193	inv_pants_03
3205	inv_pants_02
3206	inv_gauntlets_05
3217	inv_pants_02
3225	inv_misc_food_25
3233	inv_misc_bone_02
3237	inv_misc_bag_06
3243	inv_axe_04
3248	inv_pants_02
3257	inv_misc_gear_02
3258	inv_misc_gear_01
3260	inv_pants_01
3261	inv_boots_01
3265	inv_shirt_01
3268	inv_pants_02
3269	inv_boots_01
3288	inv_misc_food_24
3289	inv_shirt_01
3291	inv_shirt_01
3292	inv_pants_01
3293	inv_chest_chain
3304	inv_shield_10
3307	inv_misc_monsterclaw_01
3320	inv_misc_organ_01
3331	inv_scroll_02
3332	inv_jewelry_ring_03
3337	inv_misc_bag_07
3363	inv_weapon_shortblade_03
3367	inv_axe_04
3385	inv_axe_04
3390	inv_chest_fur
3396	inv_shoulder_09
3397	inv_misc_food_17
3405	inv_staff_08
3409	inv_pants_03
3410	inv_misc_bag_01
3411	inv_letter_02
3413	inv_chest_plate01
3414	inv_pants_04
3422	inv_misc_organ_01
3426	inv_misc_book_03
3427	inv_misc_herb_06
3428	inv_misc_shell_01
3429	inv_misc_bone_05
3432	inv_pants_02
3433	inv_misc_bandana_03
3434	inv_sword_04
3442	inv_pants_wolf
3443	inv_boots_05
3445	inv_shield_09
3447	inv_sword_04
3453	inv_jewelry_ring_03
3486	inv_misc_head_scourge_01
3487	inv_misc_bag_10_black
3494	inv_misc_gem_bloodstone_03
3498	inv_mace_01
3502	inv_hammer_04
3509	inv_staff_08
3519	inv_pants_03
3528	inv_gauntlets_05
3541	inv_pants_03
3550	inv_weapon_shortblade_01
3563	inv_misc_monsterscales_03
3565	inv_misc_bag_03
3568	inv_misc_bag_10_green
3573	inv_misc_bone_01
3587	inv_pants_01
3596	inv_misc_monsterclaw_02
3602	inv_bracer_04
3606	inv_bracer_06
3613	inv_bracer_04
3642	inv_bracer_12
3645	inv_bracer_11
3652	inv_bracer_08
3653	inv_bracer_08
3657	inv_bracer_07
3658	inv_bracer_07
3663	inv_potion_07
3664	inv_potion_10
3665	inv_potion_05
3666	inv_jewelry_ring_01
3667	inv_misc_orb_02
3668	inv_misc_monsterscales_01
3669	inv_misc_rune_01
3671	inv_misc_bone_06
3672	inv_misc_bone_05
3673	inv_misc_net_01
3708	inv_bracer_08
3709	inv_boots_05
3725	inv_shield_04
3740	inv_bracer_07
3750	inv_boots_05
3755	inv_boots_05
3757	inv_boots_05
3759	inv_misc_organ_05
3780	inv_hammer_04
3788	inv_potion_19
3797	inv_axe_04
3846	inv_gauntlets_05
3855	inv_sword_04
3864	inv_banner_02
3865	inv_banner_02
3879	inv_hammer_03
3895	inv_bracer_11
3913	inv_gauntlets_09
3914	inv_misc_head_orc_01
3916	inv_misc_monsterclaw_03
3917	inv_misc_bone_humanskull_01
3918	inv_misc_head_human_01
3920	inv_misc_head_dwarf_01
3931	inv_shield_09
3947	inv_staff_05
3992	inv_gauntlets_05
4006	inv_misc_gem_ruby_01
4016	inv_boots_05
4024	inv_boots_05
4045	inv_misc_organ_02
4049	inv_misc_book_04
4056	inv_misc_bag_10_red
4063	inv_bracer_11
4085	inv_chest_chain
4107	inv_shield_02
4110	inv_scroll_08
4112	inv_misc_food_15
4113	inv_misc_food_13
4119	inv_weapon_shortblade_05
4129	inv_sword_06
4130	inv_shield_04
4133	inv_potion_12
4134	inv_potion_14
4135	inv_potion_06
4136	inv_potion_03
4137	inv_potion_01
4138	inv_potion_15
4171	inv_misc_gem_diamond_02
4233	inv_ammo_bullet_01
4260	inv_sword_04
4262	inv_misc_bone_humanskull_01
4272	inv_boots_05
4280	inv_misc_coin_06
4283	inv_misc_spyglass_02
4284	inv_jewelry_ring_02
4287	inv_misc_key_03
4291	inv_weapon_halberd_04
4301	inv_boots_05
4318	inv_gauntlets_05
4333	inv_pants_03
4339	inv_pants_03
4346	inv_pants_03
4351	inv_mace_01
4365	inv_pants_02
4382	inv_bracer_03
4385	inv_boots_07
4389	inv_boots_07
4400	inv_shield_09
4403	inv_shield_10
4404	inv_shield_05
4405	inv_shield_02
4426	inv_weapon_bow_10
4427	inv_weapon_rifle_05
4433	inv_misc_monsterscales_01
4435	inv_letter_13
4438	inv_gauntlets_04
4439	inv_pants_02
4440	inv_boots_07
4446	inv_misc_bandana_03
4458	inv_shield_06
4462	inv_bracer_10
4471	inv_bracer_05
4483	inv_shoulder_05
4485	inv_gauntlets_07
4486	inv_shoulder_08
4488	inv_shoulder_05
4493	inv_boots_05
4494	inv_bracer_08
4497	inv_pants_02
4499	inv_belt_03
4500	inv_misc_bandana_01
4506	inv_misc_bandana_01
4507	inv_belt_02
4511	inv_misc_bandana_03
4517	inv_belt_04
4519	inv_belt_05
4522	inv_belt_05
4523	inv_belt_05
4524	inv_belt_04
4525	inv_belt_04
4528	inv_belt_06
4532	inv_belt_04
4535	inv_belt_04
4538	inv_belt_04
4540	inv_belt_04
4541	inv_belt_04
4542	inv_misc_bandana_01
4543	inv_belt_05
4544	inv_belt_04
4545	inv_belt_06
4553	inv_belt_05
4557	inv_belt_03
4562	inv_belt_05
4569	inv_belt_04
4570	inv_belt_05
4571	inv_belt_05
4572	inv_belt_05
4584	inv_misc_bag_10
4607	inv_bracer_07
4609	inv_mace_01
4614	inv_boots_09
4615	inv_boots_09
4631	inv_boots_05
4664	inv_misc_food_02
4681	inv_ore_copper_01
4685	inv_gauntlets_05
4689	inv_ore_iron_01
4690	inv_ore_tin_01
4691	inv_ore_mithril_01
4713	inv_boots_04
4714	inv_stone_06
4715	inv_stone_09
4716	inv_stone_12
4717	inv_stone_07
4718	inv_stone_08
4719	inv_stone_10
4720	inv_stone_11
4721	inv_stone_14
4722	inv_stone_13
4723	inv_misc_monsterspidercarapace_01
4742	inv_misc_book_10
4743	inv_shield_02
4744	inv_pants_03
4752	inv_fabric_linen_03
4765	inv_pants_01
4771	inv_letter_04
4772	inv_stone_08
4775	inv_misc_gem_diamond_01
4776	inv_jewelry_amulet_05
4777	inv_misc_gem_ruby_02
4781	inv_misc_food_22
4788	inv_sword_24
4802	inv_sword_18
4805	inv_sword_26
4807	inv_misc_bone_taurenskull_01
4809	inv_misc_fish_06
4810	inv_misc_fish_05
4811	inv_misc_fish_01
4813	inv_misc_fish_03
4823	inv_misc_fish_04
4826	inv_misc_organ_01
4829	inv_bracer_09
4835	inv_boots_05
4836	inv_potion_17
4841	inv_jewelry_amulet_03
4869	inv_shoulder_06
4873	inv_boots_09
4878	inv_misc_bandana_03
4904	inv_shoulder_02
4909	inv_sword_06
4912	inv_pants_03
4919	inv_gauntlets_05
4933	inv_shoulder_08
4939	inv_belt_05
4978	inv_pants_03
4983	inv_shield_09
4984	inv_potion_01
4994	inv_staff_08
4995	inv_staff_08
5007	inv_sword_24
5009	inv_mace_01
5010	inv_staff_09
5012	inv_axe_01
5014	inv_axe_01
5027	inv_axe_01
5040	inv_sword_24
5066	inv_axe_01
5072	inv_staff_07
5074	inv_staff_08
5086	inv_misc_pelt_wolf_01
5093	inv_shoulder_05
5094	inv_shoulder_05
5098	inv_staff_07
5108	inv_staff_09
5111	inv_staff_09
5115	inv_shoulder_05
5116	inv_shoulder_05
5120	inv_staff_07
5122	inv_axe_01
5128	inv_axe_04
5129	inv_sword_04
5137	inv_mace_01
5139	inv_sword_16
5144	inv_sword_24
5145	inv_sword_20
5151	inv_sword_04
5153	inv_sword_20
5154	inv_sword_24
5161	inv_sword_20
5163	inv_sword_25
5165	inv_sword_24
5166	inv_sword_26
5170	inv_sword_20
5175	inv_sword_17
5176	inv_sword_15
5193	inv_sword_10
5194	inv_mace_03
5195	inv_mace_06
5198	inv_mace_08
5199	inv_mace_15
5203	inv_mace_10
5204	inv_mace_10
5205	inv_mace_07
5208	inv_mace_12
5211	inv_mace_08
5212	inv_mace_03
5215	inv_misc_bone_elfskull_01
5217	inv_mace_03
5218	inv_mace_06
5219	inv_mace_10
5221	inv_misc_bone_elfskull_01
5223	inv_mace_15
5224	inv_mace_11
5226	inv_mace_02
5228	inv_mace_13
5232	inv_mace_04
5233	inv_mace_05
5243	inv_chest_fur
5279	inv_mace_01
5283	inv_misc_organ_02
5287	inv_misc_organ_04
5289	inv_spear_01
5290	inv_weapon_halberd_04
5292	inv_misc_gem_bloodstone_02
5337	inv_pants_03
5392	inv_weapon_bow_12
5394	inv_shoulder_09
5401	inv_boots_05
5404	inv_staff_02
5406	inv_gauntlets_05
5411	inv_shield_11
5414	inv_shoulder_08
5417	inv_staff_09
5418	inv_gauntlets_05
5422	inv_shield_11
5434	inv_bracer_07
5435	inv_gauntlets_04
5494	inv_shoulder_06
5495	inv_shoulder_08
5509	inv_axe_04
5527	inv_mace_14
5530	inv_mace_07
5533	inv_mace_06
5534	inv_mace_14
5540	inv_staff_06
5542	inv_staff_07
5562	inv_misc_stonetablet_04
5563	inv_misc_stonetablet_05
5567	inv_letter_17
5569	inv_misc_gear_08
5636	inv_spear_06
5638	inv_spear_06
5639	inv_axe_03
5640	inv_axe_03
5658	inv_misc_quiver_04
5689	inv_misc_head_tiger_01
5702	inv_shirt_01
5750	inv_sword_22
5780	inv_misc_book_03
5805	inv_shirt_01
5808	inv_shield_09
5901	inv_boots_01
5949	inv_spear_07
5996	inv_ammo_arrow_02
5998	inv_ammo_bullet_02
5999	inv_ammo_bullet_02
6001	inv_misc_gem_stone_01
6002	inv_misc_bone_08
6006	inv_misc_gem_bloodstone_01
6007	inv_stone_04
6008	inv_stone_04
6009	inv_misc_orb_04
6011	inv_jewelry_ring_01
6012	inv_jewelry_ring_02
6013	inv_jewelry_ring_02
6014	inv_misc_orb_03
6015	inv_misc_rune_02
6016	inv_misc_shell_04
6017	inv_misc_stonetablet_04
6081	inv_staff_02
6093	inv_staff_02
6097	inv_staff_02
6098	inv_wand_02
6099	inv_staff_02
6101	inv_staff_02
6109	inv_wand_02
6140	inv_staff_02
6190	inv_boots_09
6207	inv_mace_16
6231	inv_weapon_bow_05
6232	inv_weapon_bow_05
6233	inv_weapon_bow_05
6234	inv_weapon_bow_05
6235	inv_weapon_bow_05
6238	inv_fabric_wool_01
6244	inv_misc_coin_05
6249	inv_weapon_shortblade_02
6259	inv_pick_02
6261	inv_pick_01
6262	inv_axe_01
6264	inv_pick_02
6270	inv_scroll_05
6272	inv_shield_10
6274	inv_shield_10
6275	inv_shield_09
6277	inv_belt_02
6291	inv_gauntlets_05
6295	inv_gauntlets_05
6297	inv_pants_01
6305	inv_bracer_07
6306	inv_belt_02
6315	inv_belt_06
6322	inv_boots_06
6326	inv_potion_09
6327	inv_misc_food_18
6329	inv_misc_gift_03
6330	inv_misc_giftwrap_03
6331	inv_misc_herb_07
6334	inv_stone_04
6335	inv_misc_fish_02
6336	inv_ammo_bullet_01
6337	inv_jewelry_talisman_01
6338	inv_misc_horn_03
6340	inv_potion_13
6342	inv_misc_food_10
6343	inv_misc_food_12
6344	inv_misc_food_08
6345	inv_misc_food_08
6346	inv_jewelry_talisman_05
6347	inv_misc_bowl_01
6348	inv_misc_food_14
6349	inv_misc_bone_03
6350	inv_misc_food_14
6352	inv_misc_food_07
6353	inv_misc_food_06
6354	spell_shadow_soulgem
6355	inv_misc_herb_06
6357	inv_misc_rune_02
6358	inv_misc_idol_02
6359	inv_misc_urn_01
6360	inv_misc_monsterclaw_03
6367	inv_misc_bag_01
6368	inv_misc_idol_03
6371	inv_misc_dust_02
6372	inv_misc_food_05
6373	inv_potion_12
6374	inv_potion_17
6375	inv_misc_bone_dwarfskull_01
6376	inv_misc_herb_08
6377	inv_misc_herb_04
6378	inv_misc_ammo_bullet_01
6379	inv_misc_ammo_gunpowder_01
6380	inv_misc_herb_07
6381	inv_potion_01
6383	inv_misc_candle_03
6385	inv_misc_food_10
6387	inv_misc_herb_01
6389	inv_potion_02
6390	inv_misc_food_22
6393	inv_misc_urn_01
6395	inv_misc_candle_02
6396	inv_misc_dust_02
6399	inv_misc_food_11
6400	inv_potion_12
6402	inv_misc_food_25
6404	inv_misc_gift_01
6405	inv_misc_giftwrap_02
6406	inv_misc_bowl_01
6410	inv_misc_food_19
6411	inv_misc_gift_04
6412	inv_misc_ammo_gunpowder_02
6413	inv_misc_food_09
6414	inv_misc_bowl_01
6415	inv_helmet_07
6416	inv_misc_herb_04
6417	inv_misc_food_02
6418	inv_misc_rune_01
6419	inv_misc_food_14
6420	inv_misc_food_24
6422	inv_misc_food_01
6423	inv_scroll_08
6424	inv_jewelry_talisman_02
6425	inv_misc_food_03
6427	inv_misc_organ_04
6428	inv_misc_bowl_01
6429	inv_fabric_silk_03
6430	inv_misc_bag_08
6432	inv_weapon_shortblade_05
6433	inv_weapon_shortblade_01
6434	inv_weapon_shortblade_04
6436	inv_weapon_shortblade_05
6437	inv_weapon_shortblade_01
6439	inv_weapon_shortblade_05
6440	inv_weapon_shortblade_01
6441	inv_weapon_shortblade_01
6442	inv_weapon_shortblade_05
6443	inv_weapon_shortblade_05
6444	inv_weapon_shortblade_01
6445	inv_weapon_shortblade_05
6447	inv_misc_monsterfang_01
6448	inv_weapon_shortblade_03
6451	inv_weapon_shortblade_03
6452	inv_weapon_shortblade_02
6454	inv_weapon_shortblade_05
6455	inv_misc_bone_06
6457	inv_weapon_shortblade_05
6458	inv_spear_05
6459	inv_misc_monsterfang_01
6460	inv_weapon_shortblade_05
6468	inv_weapon_shortblade_01
6469	inv_weapon_shortblade_01
6470	inv_weapon_shortblade_01
6472	inv_weapon_shortblade_01
6474	inv_misc_food_24
6475	inv_weapon_shortblade_01
6478	inv_misc_root_01
6479	inv_misc_flower_02
6480	inv_shoulder_02
6483	inv_jewelry_talisman_03
6484	inv_jewelry_talisman_01
6485	inv_misc_rune_01
6486	inv_misc_bone_05
6487	inv_jewelry_talisman_03
6488	inv_misc_flower_04
6489	inv_misc_flower_02
6490	inv_jewelry_amulet_05
6492	inv_misc_eye_01
6494	inv_jewelry_amulet_04
6496	inv_misc_gem_opal_01
6497	inv_jewelry_amulet_07
6498	inv_misc_candle_01
6499	inv_misc_rune_01
6501	inv_misc_root_01
6502	inv_jewelry_talisman_05
6503	inv_misc_net_01
6504	inv_stone_05
6505	inv_hammer_01
6506	inv_misc_orb_02
6507	inv_jewelry_talisman_03
6508	inv_misc_shell_01
6509	inv_misc_pipe_01
6510	inv_jewelry_amulet_06
6511	inv_sword_09
6513	inv_stone_03
6514	inv_jewelry_talisman_02
6515	inv_jewelry_talisman_06
6521	inv_misc_gem_diamond_02
6522	inv_jewelry_amulet_01
6524	inv_misc_flower_01
6526	inv_jewelry_talisman_05
6529	inv_potion_13
6530	inv_potion_12
6531	inv_potion_07
6532	inv_potion_07
6533	inv_potion_07
6534	inv_potion_07
6535	inv_potion_07
6536	inv_potion_07
6537	inv_spear_03
6538	inv_jewelry_ring_01
6539	inv_jewelry_necklace_01
6540	inv_misc_pocketwatch_01
6541	inv_potion_19
6543	inv_jewelry_amulet_04
6545	inv_shoulder_02
6546	inv_misc_gem_sapphire_02
6548	inv_hammer_02
6549	inv_jewelry_talisman_03
6550	inv_jewelry_talisman_01
6551	inv_misc_urn_01
6552	inv_misc_lantern_01
6553	inv_jewelry_talisman_02
6554	inv_misc_orb_03
6555	inv_spear_01
6556	inv_misc_candle_01
6557	inv_shoulder_02
6560	inv_misc_flower_02
6562	inv_misc_pocketwatch_02
6563	inv_misc_gem_crystal_01
6564	inv_misc_orb_01
6565	inv_jewelry_talisman_05
6566	inv_staff_03
6567	inv_mace_11
6568	inv_pick_02
6569	inv_misc_bone_01
6589	inv_pick_03
6591	inv_weapon_rifle_01
6592	inv_weapon_rifle_03
6593	inv_weapon_rifle_03
6594	inv_weapon_rifle_07
6595	inv_musket_03
6596	inv_musket_03
6600	inv_weapon_rifle_03
6601	inv_weapon_rifle_01
6606	inv_weapon_rifle_01
6607	inv_weapon_rifle_02
6612	inv_weapon_rifle_05
6613	inv_misc_gem_opal_03
6614	inv_misc_gem_sapphire_03
6615	inv_boots_04
6616	inv_ammo_arrow_01
6617	inv_weapon_bow_05
6618	inv_misc_gear_01
6619	inv_misc_monsterspidercarapace_01
6620	inv_wand_02
6623	inv_misc_candle_03
6624	inv_misc_herb_07
6625	inv_misc_birdbeck_01
6627	inv_misc_monsterclaw_01
6628	inv_misc_monsterscales_02
6629	inv_misc_monsterscales_02
6630	inv_misc_bone_08
6631	inv_misc_bone_02
6632	inv_ingot_01
6633	inv_misc_birdbeck_01
6636	inv_misc_birdbeck_02
6638	inv_boots_01
6639	inv_letter_16
6640	inv_letter_16
6641	inv_misc_root_02
6642	inv_misc_monsterclaw_04
6643	inv_misc_gear_02
6644	inv_misc_pelt_wolf_01
6645	inv_misc_book_10
6646	inv_misc_monsterscales_03
6651	inv_misc_bone_06
6652	inv_stone_14
6655	inv_misc_pelt_wolf_02
6656	inv_misc_bone_05
6657	inv_stone_07
6658	inv_misc_monsterscales_01
6659	inv_ore_copper_01
6660	inv_misc_pelt_bear_03
6661	inv_misc_herb_08
6663	inv_misc_gem_emerald_03
6664	inv_stone_06
6665	inv_misc_root_02
6666	inv_misc_monsterfang_01
6668	inv_misc_bone_01
6669	inv_misc_monsterclaw_04
6671	inv_misc_monsterclaw_04
6672	inv_misc_book_04
6673	inv_misc_gem_crystal_03
6674	inv_misc_bone_humanskull_01
6677	inv_misc_candle_01
6678	inv_misc_food_14
6679	inv_misc_pelt_bear_01
6680	inv_misc_food_14
6682	inv_gauntlets_02
6683	inv_misc_pelt_bear_ruin_04
6684	inv_misc_pelt_boar_ruin_01
6685	inv_misc_pelt_bear_ruin_03
6687	inv_misc_pelt_wolf_ruin_02
6688	inv_misc_gem_amethyst_03
6689	inv_misc_gem_amethyst_02
6690	inv_misc_slime_01
6691	inv_misc_pelt_bear_ruin_05
6693	inv_misc_organ_02
6694	inv_misc_organ_06
6697	inv_misc_monsterscales_02
6698	inv_misc_pelt_bear_01
6699	inv_misc_monsterspidercarapace_01
6700	inv_misc_pelt_wolf_ruin_01
6701	inv_ammo_arrow_01
6702	inv_fabric_linen_01
6703	inv_misc_slime_01
6704	inv_misc_pelt_bear_ruin_05
6705	inv_misc_pelt_boar_01
6706	inv_misc_key_04
6707	inv_misc_gear_03
6708	inv_misc_key_03
6709	inv_misc_key_01
6710	inv_misc_key_04
6711	inv_misc_key_02
6712	inv_misc_key_03
6713	inv_misc_key_01
6714	inv_misc_key_03
6716	inv_shoulder_08
6717	inv_gauntlets_05
6718	inv_pants_02
6720	inv_boots_08
6721	inv_bracer_04
6722	inv_chest_fur
6723	inv_gauntlets_05
6724	inv_pants_02
6729	inv_shoulder_08
6730	inv_boots_08
6731	inv_pants_wolf
6735	inv_gauntlets_05
6738	inv_bracer_03
6739	inv_bracer_12
6741	inv_boots_08
6742	inv_bracer_04
6743	inv_chest_fur
6744	inv_gauntlets_05
6745	inv_pants_02
6748	inv_banner_03
6751	inv_gauntlets_05
6755	inv_belt_03
6756	inv_bracer_07
6758	inv_bracer_04
6760	inv_belt_02
6762	inv_boots_08
6763	inv_bracer_04
6764	inv_chest_fur
6765	inv_gauntlets_05
6766	inv_pants_02
6772	inv_pants_02
6773	inv_pants_02
6774	inv_pants_02
6775	inv_shoulder_08
6777	inv_boots_03
6779	inv_boots_08
6781	inv_shoulder_08
6784	inv_chest_fur
6785	inv_gauntlets_05
6786	inv_pants_02
6787	inv_bracer_04
6794	inv_mace_10
6795	inv_mace_10
6798	inv_hammer_02
6799	inv_mace_02
6806	inv_mace_04
6808	inv_mace_01
6813	inv_mace_14
6819	inv_belt_03
6820	inv_boots_01
6821	inv_bracer_07
6822	inv_gauntlets_04
6827	inv_boots_01
6828	inv_bracer_03
6832	inv_shoulder_07
6833	inv_belt_04
6834	inv_boots_08
6835	inv_bracer_04
6836	inv_gauntlets_05
6841	inv_boots_01
